Title,Text 
"the los angeles fires: the indictment of the fossil fuel industry by ken mcmullen jan, medium","on january , by photomotoman in political editorial share this! i am a retired fire chief, and former educator. for the last years of my year career in the fire service, i attempted to make people aware as to how climate change was affecting our lives. it started with discussions in relation to my roles at the time, as a college instructor, and professionally as a fire service instructor. that was years ago. it became more and more obvious, that in relation to global warming, the burning of fossil fuels was the cause, not simply implicated, but directly causative. and throughout all of this time, the fossil fuel industry, its spokesmen, ceos, caos, cfos, their boards and their employees, all knew the facts. all ignored the facts, and all lied about the facts. for me, my experience first began in earnest in , when fires ravaged northern manitoba, my province. i was contracted to the provincial government, teaching firefighting and wild land firefighting to native firefighters in the north. in my time off from being a full-time firefighter, i trained as sartec, dive rescue instructor and mountain rescue instructor, which i acquired privately by training outside the country. i also travelled throughout the north under contract. that year, fires forced the evacuation of , people across communities. however in , i resigned from my fire department in order to take a fire chiefs position in another province. i had gone through all the interviews, been selected for the position, but hiring was stalled due to fires surrounding the city in british columbia where i had been, technically hired. that year, the provinces budget for fighting forest and wild land fire was million dollars. by the end of the summer, the province of british columbia had spent million dollars fighting those fires. in the interim, unable to wait for the city to hire as i had already resigned my position, i took a position as the fire chief for a newly amalgamated fire service in ontario, canada in the region of niagara. after eight years, i found myself successfully hired as the fire chief for a jurisdiction in alberta, canada, that surrounded calgary, alberta. within this jurisdiction was a scenic town, adjacent to the rocky mountains and kananaskis provincial park. the fire risk, within what is known as the wild land interface fire zone, was, and remains, extreme. my attempts to convince the administration, the council, and the citizens of the jurisdiction that they faced enormous risk, where fire on the landscape between the mountains and the town had not seen fire for years, and where the forest and its deadfall had never been reduced or culled during that period, fell on deaf ears. it is also notable that this jurisdiction is an oil production area that saw over , wells drilled in . i often wondered how much pressure behind the scenes the fossil fuels industry exerted or had influence over that administration in relation to the decisions that those councillors reached? i will never know, but based on what is occurring in canada today it is obvious that all the other jurisdictions that produce or are dependent on the fossil fuels industry fully intend to ignore climate change and the impact that the extraction of oil and gas has on it. they divorce themselves from the reality that extraction is exactly the same as burning the product, which it ultimately accomplishes. as my contract ended, and i began a job consulting, in may , a forest fire surrounding slave lake, alberta, home to people, saw one-third of the town destroyed by a wild land interface fire. the loss amounted to million dollars. five years later, in may , fort mcmurray experienced the same result, resulting in the loss of , structures. the loss amounted to . billion dollars, just in insured losses. a study from macewan university estimated total losses were in the range of billion dollars. in , canadas most destructive year to date, there were more than , fires, and mega fires, that burned million acres, ten times what was previously considered a bad year in canada. experts in the climate sciences have proven unequivocally that the cause of these fires is due to global warming, insect infestations cause by global warming and the burning of fossil fuels. and then this year, jasper, alberta, one of the jewels of canadas national parks saw a fire burn , structures. none of these occurrences is normal. none of this massive change in wild land and forestry fires is due to any natural processes. they are all attributable to anthropogenic climate change and the burning of fossil fuels. in , in lytton, bc, another canadian town was destroyed by a fast moving wildfire. the temperatures for the last three years having exceeded c. at some point, reached a temperature hitherto unknown in canada in of . c or f. this is a mountainous area surrounded by forested areas that are considered boreal rainforest. what does all this have to do with los angeles? this week audie cornish of cnn did a podcast. her guest was peter kalmus, a climate scientist for nasa. his former home, which was destroyed in the los angeles community of altadena, was one of the more than , homes destroyed in the recent, and as yet, still burning fires. peter, now self-described as a climate activist, grieves over the loss of his former community and recently wrote, as a climate scientist, i knew it was time to leave los angeles, on january th, in the new york times. his personal risk analysis had been ongoing for the entire years he had lived in altadena, and two years ago he moved his family to durham, north carolina. he did so, because he was convinced that the ever increasing temperatures in southern california and nevada would make the risk of living there, irrational. and this last week, he was proved right. what is happening is not simply anomalous, it is directly caused by global warming due to the burning of fossil fuels. yet, americans, unwilling to change, do not listen to climate scientists, they listen to shills for the fossil fuels industry on fox and to the incoming president of the united states, a man who hasnt told the truth about virtually anything for his entire time in office. the problem according to kalmus, is that while the facts illustrate that things will only get worse, and quickly, the fossil fuels industry and those becoming rich from its extraction are doing everything possible to ensure that misinformation, disinformation and outright lies remain the mainstream news. less than half of america elected the current president of the united states (.), yet this mandate enables a man without any scientific understanding, a man who denigrates and lies about the impacts of climate change, to influence a public whose own ignorance is so profound that they have swallowed and internalized all the lies. they are immune to intelligent discourse, of scientific facts and of the profound risks that the continued burning of fossil fuels poses for life on this little blue orb. so, where is safe? one of kalmus beliefs is that like lightning strikes, the impacts of drought, wild fires, massive rain events, hurricanes and their attendant tornadoes and storm surge are not easily predicted. not only is the complexity of the problem itself astronomical, but the solutions, without acceptance of the fact that we not only need to stop in the extraction and burning of fossil fuels, but needed to, years ago, is daunting. much of what is to come, is baked into our future. of that, there is certainty. and whether or not the earth has reached a tipping point will without question be known within the next twenty-five years. meanwhile, the question remains. where is safe? kalmus states that in reality, nowhere is safe. climate change is global. obviously, those places that are within the wild land interface are less safe, as are the coasts of the united states and canada that will face the brunt of hurricanes and ocean storm surge. but ashland, north carolina was considered extremely safe just a few years ago. so was lytton, british columbia. we are on a bobsled run into climate change that will be profound. it will reshape our lives and our relative safety and health. and because of our ignorance, because of our willingness to listen to liars and those invested in and profiting from the fossil fuel industry, we are facing what are planetary existential risks. and none of us, will escape its effects. -- -- my name is ken mcmullen. im a retired director of emergency services and former academic. now retired, im an avid motorcyclist, photographer and blogger. help status about careers press blog privacy terms text to speech teams"
"midlife meltdowns: three things that can break a woman by nelly scott jan, medium","life is really tough for women, especially those in middle age. eileen chang once said that middle-aged men often feel lonely. when they open their eyes, everyone around them depends on them, but theres no one they can depend on. actually, middle-aged women feel helpless and have breakdowns more often than men do. men deal with stress by going out for drinks with friends, acting a bit crazy, spending an afternoon smoking, playing a hard game of basketball, or throwing themselves into their work and forgetting about everything else. but thats not how it is for women. they carry so much more on their shoulders. they can pick up the weight, but they cant put it down. its not just about money. its also about their kids, their families, their age, and the problems they face at work. when all of these things come crashing down at once, a woman will still stand strong, even though she feels totally helpless. middle-aged women may seem tough, but they still have weaknesses. and often, a midlife meltdown starts with these three things. -- -- help status about careers press blog privacy terms text to speech teams"
"forgiving myself for past relationship mistakes by jenn l. invisible illness jan, medium","even though i am happy in my current relationship, i find that i have some unresolved regrets and baggage from past relationships that are still affecting me. some of the issues are fear-based thinking, the need for compassion, and intergenerational trauma from my parents and are from past romantic relationships. i found myself ruminating on these past relationships and getting triggered every once in a while. i would be reminded of unpleasant memories and worry that past issues are repeating themselves. i took this as a sign that i still had some work to do to let go of past regrets and negative thoughts. i needed to process my unresolved emotions so i can break out of unhealthy patterns and eventually let go of past hurts. im letting go of old stories and adopting new ones that are true to who i am and want to be today. according to relationship gurumat boggs, closure involves three experiences created within oneself: the experiences of peace, release,possibility, andnew hopefor oneself. self-compassion involves treating oneself with kindness, care, andforgiveness -- -- mediums biggest mental health publication i write about my experience as a second generation asian american, mental health, and female empowerment. contact me athttps:jenniferinparis.weebly.com help status about careers press blog privacy terms text to speech teams"
today i am sharing a poem from grandmas diary. from childhoods hour i have not been as others werei have not seen as others sawi could not bring my passions from a common spring from the same - kamini sharma - medium,"today i am sharing a poem from grandmas diary. from childhoods hour i have not beenas others werei have not seenas others sawi could not bringmy passions from a common springfrom the same source i have not takenmy sorrowi could not awakenmy heart to joy at the same toneand all i lovdi lovd alonethenin my childhoodin the dawnof a most stormy lifewas drawnfrom evry depth of good and illthe mystery which binds me stillfrom the torrent, or the fountainfrom the red cliff of the mountainfrom the sun that round me rolldin its autumn tint of goldfrom the lightning in the skyas it passd me flying byfrom the thunder, and the stormand the cloud that took the form(when the rest of heaven was blue)of a demon in my view -- -- simple human writing about simple things and day to day life help status about careers press blog privacy terms text to speech teams"
"instinctually, we recoil from what seeks to harm us. hands from a hot oven, face from a raised fist. but i have never shied away from a knifes edge. i always tested the stove with bare fingers - dimyana bottros - medium","instinctually, we recoil from what seeks to harm us. hands from a hot oven, face from a raised fist. but i have never shied away from a knifes edge. i always tested the stove with bare fingers. bruises and scars serve as trophies of the burden of pain; lessons learned the hard way. is this why i flinch in every mirror i pass? and shy away from the sting of my gaze? turn a cheek when i extend my own hand? a wound can be wrapped, but how does one heal what they inflict? -- -- it takes one decision to lead to a completely different life. help status about careers press blog privacy terms text to speech teams"
"the heart that matters. by terri rimmer by terri persico rimmer jan, medium","the heart that matters by terri rimmer shortly after moving into her little one-bedroom apartment melodys neighbor samantha told her about a great restaurant within walking distance where you just pay what you can. fantastic! she thought. the establishment was a media darling, had won some awards, and was the talk of the town, having been written up in various newspapers touting them as having such a giving heart to the homeless who could not afford to eat and others down on their luck. you can just give them , and theyll accept that, if you have it, samantha, who used a wheelchair, told melody. in a few days they went to lunch there with samanthas granddaughter and melody was pleasantly surprised at the service, friendliness, and quality of the food as well as the atmosphere. she would be back definitely. over the course of a year she went back three more times, sometimes able to pay or not. she found out though that they did not want her five dollars. they wanted more and made that clear. two years prior, melody had been working full time but totaled her car during a panic attack at the wheel and couldnt afford to get another vehicle. because she was a pet and house sitter for a company this accident resulted in her losing her job, which snowballed into a life being upended. she was out of work for eight months, landed another position but was laid off within two months. a friend got her another job but due to her cognitive impairment melody couldnt do the work. now shed been out of a job for four years, the longest shed ever been unemployed. melody tried to volunteer at the restaurant, but some positions required her to stand on her feet for hours which she couldnt do because of arthritis in her feet, knees, and back. the other job involved folding napkins in a specific way to include the silverware, but melodys injured shoulders kept her from performing that task. the third time melody visited the restaurant she forgot to make a reservation, something samantha had cautioned her against because the wait time would be an hour otherwise. she found herself sitting in an uncomfortable row of homeless people which she didnt mind, except for this groups attitude of entitlement. melody searched for hours all day for a job but to no avail. she was overqualified, which to her was worse than being underqualified because you could always get the experience. but a professional writerformer pet and house sitter also with years of clerical experience did not get hired flipping burgers or in retail although she had worked in those areas. melody was seated the third and fourth time she visited the restaurant with the long table where homeless people sat and she noticed this group left lots of food on their plates and hardly touched it while talking on their phones about schemes and scams. and some would ask her for money which she found laughable. the owner approached her about the fact that she was not able to pay for her meal which didnt include any extras, something she could have taken advantage of if she were that kind of person. he gave her a hard time and she left there feeling so ashamed. this was not the person she was. now it was christmas time and, after leaving her new allergist for a cough shed had over a year that shed been on over medications for, she decided to take a chance on the restaurant again, this time having five dollars to pay. the allergist had given her the answer shed been seeking since last year regarding her condition it wasnt contagious, it wasnt her asthma, but her reflux that was causing the cough. whew! she was so happy as she entered the restaurant, eyeing the tall, gorgeous tree inside though coughing, always wearing her mask. others were openly coughing, too, but with no masks, something that always annoyed melody. the manager took her name, and she didnt have to wait long for a table, much to her surprise and she and her injured leg and rollator made their way to a table. she couldnt stop coughing and kept her mask on as her routine. no sooner had she sat down than the manager came over. hi, friend, he said insincerely. you seem like you dont feel well. melody explained the situation, but it was clear he didnt believe her. well, if you cant get that coughing under control you cant eat today, he told her which scared her to death because she had no food and she was diabetic. she thought about the last time she was there and how she helped a fellow patron who the manager was going to kick out for bringing a plastic bag into the restaurant. the woman lived in a group home and people stole things from her, so she brought some items with her. the manager had told the lady she would have to put everything in her tiny purse or would not be able to eat there that day. so, once he walked away melody offered to put the stuff in her purse and when they were done eating, she would give it back to her outside the restaurant where the manager wouldnt see it. i know how it is, melody told the woman. i was in a group home before. so, they were able to enjoy a meal together as strangers but not so much. now melody ate her lunch as carefully as she could and managed not to cough during it but she felt so rejected and ashamed, less than, not like anyone should ever feel. as she grabbed her umbrella to leave the manager bid her farewell and she walked to the corner to meet her public transportation. honestly, it doesnt get any better than the mission here! spouted a customer. -- -- i have years of journalism experience having written for ten newspapers, some magazines, and web sites. i'm currently seeking a remote position. help status about careers press blog privacy terms text to speech teams"
"running until it doesnt suck: part by brigs h jan, medium","in which we land ourselves in physical therapy i have never used spreadsheets in my personal life. i dont create budgets, because i know what things cost and i know how much i make and i know how much money i need to have in my bank account on the first of the month. i rarely make lists. i dont write down my goals in journals. i dont wake up early if i dont have to. this wellness january or whatever the hell im having is honestly pretty off-brand. not because i dont care about my health, i certainly do, but because im sticking to notjustonebuttwothingsisaidiwoulddo!! here is a list of things that i have quit over the years (that i can remember): and here is a list of things that i have done for a respectable amount of time, to make myself feel better (that i can remember): as i have said before, unless its a necessity, i think life is too short to do things you dont want to be doing. like, people that read a bunch of books just because they want to say they read a certain number of books? those people concern me. ill finish a book if i like it. some people say thats a symptom of attention-deficit disorder, but i say its being human. friendly reminder that i am not a medical professional or a social media influencer, so i cant actually diagnose that. but here we are, days into january. still going strong on the no-alcohol front. stilltryingto go strong on the running front. im not really craving alcohol anymore, and im sad that im currently elliptical and cant properly run for the time-being. my last run was a treadmill run. my knees and my hip started hurting immediately. but my stubborn ass said, haha, no and i put on another episode of my zombie thing and kept running. despite the pain, i can confirm that run sucked quite a bit less than run . i was able to do my signature slow-jog for about minutes before i stopped, and i only stopped because i needed water. i even started to zone out a little, and think about other things. but now, in addition to fucking up my hip, i also have pretty constant pain my knees. since those things are all pretty important, i took myself to physical therapy (with no help from my crap health insurance). i know pt is something i need to do because i need to make sure im not doing anything that will cause permanent problems. however i would much rather be spending that money on furniture for my new apartment. ugh. or running shoes. but im making the executive decision to buy those tomorrow. anyway, i now have a pt plan to help with the pain. and even though iknowit will help me feel better, i will certainly not be excited about doing it. im also an instant gratification human, which is another reason that long-term projects are hard for me. i find myself rushing through writing and rushing through art projects just because i want them to bedone.i try to take shortcuts. i dont take the time totrulycrease the origami paper, so my cranes always look wonky. i havent felt very inspired on the writing front lately. i know these running diaries arent very exciting, but they have been helping me stay motivated. there was no way i could publish a part one and not follow it up. i think ill hold off on updates until i run a k. im not submitting these to any publication, theyre kind of just going out into the etherbut hell, if it inspires justoneperson to try something they hate as much as i hate running, thats a victory. -- -- ai-free, anxious millennial writing since . future wine auntie. help status about careers press blog privacy terms text to speech teams"
"why perfectionism is a hindrance? by maryam jan, medium","are you also a perfectionist like me? i always wanted to score best marks in academics, either win or not to take part in competitions. under too much pressure to be perfect, i was always an average student because instead of working hard, i kept brooding over the results and it has ceased me from participating in really good competitions. this all-or-nothing mentality also stopped me from writing for all these years as anything less than that was unacceptable to me. i knew i had to make a change. it wasnt an easy process, but i actively decided to find the solution. so, began to delve into several articles about perfectionism so that i can decide when to stop chasing for it. learning deeply about perfectionism is the only way to deal with it as we cannot ignore the positive outcome we get by pursuing perfection. in this article, we will try to focus on taking the good part and ignore the bad things about flawlessness because without the desire to be the best, one cannot achieve hisher full potential. its the obsession that creates the problem. we just have to know the limits! do you also have this weird tendency to chase perfection, even though deep down, you know its probably unattainable? why do we do this? lets unpack that a bit. essentially, striving for perfection originates from a positive desire to improve ourselves, our work, and the world around us. it encourages us to achieve great things and produce high-quality results. from an early age, we have been deluged with the images of apparently perfect lives' on social media, in movies and even in advertising. the flawless faces, immaculate homes and wildly successful careers mesmerize us and we tend to compare that with our own flawed condition. this constant comparison can fuel our desire to be perfect, or at least appear to be. nobody likes failing, right? sometimes the pursuit of perfection is driven by fear of making mistakes, being judged, or not measuring up to the societal expectations. we always think like, if i aim high enough, ill minimize the chances of making mistakes or failing. this fear can drive us to strive for flawlessness as a kind of defense mechanism, a way to shield ourselves from negative feedback. the problem begins when this pursuit of perfection becomes obsessive, leading to self-destructive behaviours. impossibly high standards lead to disappointment, anxiety, stress, exhaustion and frustration. furthermore, the fear for flawlessness, hinder us from taking risks and embracing new challenges. excess of anything is harmful. our society stresses on achievement, success and flawlessness. we are constantly subjected to the idealized representations of reality, from the doctored images in magazines to the meticulously curated perfection on social media, influencing our perceptions. these images create unrealistic expectations and contribute to a culture of comparison, fueling our desire to measure up to these often unattainable standards. the pressure to excel in academics, career, and even in personal life further reinforces this pursuit of perfection. many people have high standards and a strong sense of responsibility, which can lead them to strive for perfection in their endeavors. by meticulously planning and executing tasks, we may feel like we can manage outcomes and avoid unwanted surprises. they may feel a deep sense of satisfaction from doing things to the best of their ability. the ambitious nature pushes us to learn and grow. but sometimes, this drive can tip over into perfectionism, where we set impossibly high standards and become overly critical of ourselves. also, falling short of unrealistic expectations can negatively impact our self esteem. for some of us, perfectionism can be linked to seeking approval and validation. we believe that being perfect will earn us the love and acceptance we crave, we might become obsessed with achieving that ideal. its a way of trying to control how others perceive us, even though its often based on flawed assumptions. many people think of perfectionism as striving to be your best, but it is not about self-improvement; its about earning approval and acceptance. -brene brown the pursuit of perfection can actually be counterproductive. when were so focused on being perfect, we can become paralyzed by fear of making mistakes. we might procrastinate, avoid taking risks, or become overly stressed and anxious. ironically, this can hinder our progress and prevent us from achieving our goals. continuos hard work can often lead to exhaustion and burnout. celebrating our small wins and learning from mistakes enables us to shift our focus from perfection to progress. as alexander pope aptly said, to err is human, to forgive divine embrace imperfection and recognize that its a natural part of the human experience. it also helps to reframe our definition of success. instead of focusing solely on the outcome, we can appreciate the process and effort we put in. did we learn something new? did we overcome a challenge? those are valuable achievements, even if the end result wasnt ""perfect."" ultimately, striving for excellence is a good thing, but chasing perfection is a recipe for disappointment. by embracing imperfection and focusing on growth, we can free ourselves from unnecessary pressure and live more fulfilling lives. do comment if you liked the article and share your views on chasing perfection and excellence. thank you -- -- an aspiring writer help status about careers press blog privacy terms text to speech teams"
"hindsight is . americas history is splitting down the by george dillard bouncin and behavin blogs jan, medium","the spanish flu of killed as many as million people around the world, and then everybody forgot about it for a century. though the flu killed countless people and led to drasticinterventions closed schools, quarantines, mask mandates, canceled public events, and more it quickly disappeared from american public memory. why did americans forget such a momentous event? there seem to be several reasons why people chose to forget the spanish flu. they quicklytiredof the public health restrictions and rushed to get back to normal even if it meant they were risking a second outbreak of the disease. the pandemic coincided with the end of the first world war, and the dramatic events associated with the peace negotiations may have been more attention-getting than a wave of sickness. and people perhaps lacked ways to comprehend the flu even experts didnt reallyunderstandthe disease. as the spanish flu pandemic receded into the past, americans allowed it to fade from public memory. it was a hard event to tell stories about. there werent a lot of heroes to celebrate or stories to tell; some people lived and others died, and there wasnt much reason for either. for those who survived, it was a dark and fearful time, a trauma they preferred to -- -- we publish articles that make you think and humorous blogs. topics range from politics, social justice, lgbtq, mental health, family, writing, humor, and entertainment. politics, environment, education, history. followcontact me:https:george-dillard.com. my history substack:https:worldhistory.substack.com. help status about careers press blog privacy terms text to speech teams"
"this is not goodbye, just a change in direction by erica breen wellness jan, medium","for years, medium has been my space to share stories, insights, and lessons on wellness, resilience, and balance along with the many unexpected topics my journey as a freelance writer led me to explore. its been an incredible journey, and im so grateful for everyone whos read, commented, and connected along the way. but as my vision for this work has grown, ive realized i want something different.thats why im moving everything to substack. on substack, ill be writing about: evidence-based wellness tips and hacks travel-inspired strategies for balanced living personal reflections and actionable insights ill leave all my articles here on medium, but moving forward, ill be pouring all my energy into creating exclusive, high-value content on substack.its where my best work will live. if youve enjoyed my writing here, id love for you to join me on substack. you can subscribe for free to get weekly articles, tips, and behind-the-scenes insights or stick around for exclusive content when i move to a paid model. https:unchartedwellness.substack.com thank you for being part of this journey on medium. i cant wait to connect with you in this next chapter! -- -- join me on a journey towards holistic well-being, where fitness, travel, nutrition, self-care intertwine. visitericabreenwellness.com help status about careers press blog privacy terms text to speech teams"
"thus at the appointed time i will surely gather them to myself, some before and many more after, for i know my own. beloved, i know when each will come to me, i know every trial and tribulation. says - la el - medium","thus at the appointed time i will surely gather them to myself, some before and many more after, for i know my own. beloved, i know when each will come to me, i know every trial and tribulation. says the lord sourceexcerpt from:https:www.thevolumesoftruth.comhold_fast_and_do_not_waver -- -- preparing the way of the lord, yahushua is his name!thevolumesoftruth.com help status about careers press blog privacy terms text to speech teams"
"the silent enemy: why cancer is smarter than you think by saad elbekri, md jan, medium","imagine you're sitting in a doctor's office, feeling perfectly healthy, and then you hear the words: ""you have cancer."" it's shocking. every day, , people face this same unexpected reality. most people diagnosed with cancer say the same thing: ""i felt perfectly healthy."" they didn't realize cancer had been slowly growing inside them for a long time. i have some terrible news: you have a in chanceof getting cancer in your lifetime, and millions of your cells become cancerous every day. but wait before you panic; your immune system destroys most of these cells before they can cause harm. but here's the catch: it's far more complicated than it seems. even if abdominal cancer surgeries are some of the most challenging and exciting i've performed. and despite all our training and research doctors still don't fully understand cancer. cancer is both terrifying and fascinating to study. cancerous cells are brilliant and relentless, with one clear mission:replicate at all costs. cancer is a hidden enemy that escapes your body's defences and finds new ways to do so, making it one of medicine's biggest challenges. at its simplest, your cells have one job: they work and replicate, and when they can no longer perform their role, they die. depending on where they are in your body, they may or may not be replaced by younger, healthier cells. the real problem with cancer is that malfunctioning cells don't follow the rules. usually, these damaged cells would be flagged by your body's police force your immune system and removed. even more shocking, cancer cells find a way to: now, imagine immortal, malfunctioning cells multiplying at a crazy pace, completely unchecked by your body's defences. this buildup of dangerous cells forms what we call atumour. initially, these tumours grow locally, confined to one area. as the cancer cells pile up, they encourage each other to grow and replicate while evading the immune system. when the tumour becomes large enough, it invades nearby healthy tissues and causesregional growth. my colleagues and i can usually remove the tumour at this stage, even if it is challenging. still, that's precisely for situations i'm getting paid for, and i like it. but here's where it gets tricky: cancer cells have a unique ability they can take highways through your body to spread. this process is calledmetastasis. there are two main routes cancer cells can simultaneously use: at this point, treatment becomes more complicated. surgery becomes less relevant in the early phase of the treatment. usually, we try to eliminate metastasis with systemic treatments beforehand. thankfully, modern medicine has made incredible progress in treating advanced cancer. metastasis no longer means the end it just means the treatment needs more personalization. but the big question remains. damage occurs when the cell's dna is altered. cell dna acts as the user manual for how your cell works. when that manual is damaged, the cell develops dna mutations, which cause it to malfunction. there are two ways a cell can get damaged: purely genetic cancers are caused by inherited damage. it's like receiving an altered manual the moment you're born. cancers appear earlier in life because aggressive mutations are found and cause rapid accumulation of dna damage. sporadic cancers, on the other hand, are caused by acquired damage over time. cancers show up much later. bad habits usually cause this type of dna mutation. for example (to name a few): those are seen over long-term exposition, causing chronic inflammation and creating a sustained environment of oxidative stress, which continuously damages the cell's dna, causing mutation and, over time, cancer. usually, your immune system would step in, recognize the damaged cell, and remove it. but cancer cells are smarter than you think. the more damage a cell accumulates, the more its dna gets altered. cancer cells develop new ways to do whatever they want with each change. remember, this cancerous cell does not follow any rules anymore. it can now: it's like a snowball effect: as damage builds, cells become more challenging to control. and here is how they do it. cancer cells develop their unique characteristics, making them unstoppable by your body's defences: yes. thankfully, modern medicine has made incredible miracles. but there's an even better approach: the best way to fight cancer is to prevent it from happening in the first place. check what screening options are available where you live and take advantage of them. early detection and prevention willsaveyour life. cancer is complex, but prevention and early detection are lifesaving. even if you feel perfectly healthy, small steps like improving your lifestyle and staying up to date on screenings can make all the difference. your health is worth it. take the first step today because ""feeling healthy"" doesn't always mean you are. here is a link if you'd like to get a deeper dive into cancer's hallmarks: https:www.cell.comcellfulltexts-()-?_returnurlhttpsafflinkinghub.elsevier.comfretrievefpiifsfshowalldtrue take control of your health todayi simplify complex medical topics to help you make smarter lifestyle choices around movement, nutrition, sleep, and connection. have questions or thoughts? share them in the comments i'd love to hear from you! follow mefor more actionable health tips and transparent insights into preventive medicine. let's start a conversation and build healthier lives together. -- -- surgeon in training driven by preventative care. making health education simple. help status about careers press blog privacy terms text to speech teams"
"too cold in winter to feel like moving or working out? heres how to make workout a daily habit! by ao liu, ph.d., csm jan, medium","you may read this articlehereif you dont have a membership with medium. otherwise, please continue reading here to support me. if youve found this article entertaininghelpfulinspiring, please consider supporting me bybuying me a scoop of whey protein here. what i want to talk about today was inspired by a conversation i had a few days ago while working on-site at the office. i was chatting with a colleague about working out and fitness concepts, and that conversation sparked some thoughts that i wanted to share. ive been working with my current employer for almost three years, and i met this colleague during my first project here. im the project manager for our team, and shes a software engineer. she had been working on that project longer than i had and was more experienced in many technical areas. she is a distinctive person and has provided me with valuable feedback on project management. during my first year at the company, at a department party, she mentioned that she was doing yoga and had been practicing it for some time. that left me with the impression that shes passionate about yoga. a few days ago, when we were at a team lunch together, she asked me why i started writing about my fitness experience and understanding. i explained my philosophy of meeting the better you and introduced my concept offaap(fitness as a project). i also shared my motivation to share my thoughts -- -- tech projprod mgr (pm) with a phd. i have yoe in fitness. the ao fitness studio and ao technologies are where i share about fitness and tech respectively. help status about careers press blog privacy terms text to speech teams"
"learning to shut the fuck up sometimes (which is pretty rich coming from me) by dsantolla jan, medium","the most beautiful of all compensations for our miseries is the tenderness of our fellow creatures.jean-jacques rousseau in perpetual hindsight, i have been know to talk quite often and often times more than i really should. call it my fatal flaw, hubris, or aggressive adhd. any of those is fine. since many of you have reached out with personal stories or problems you happen to be going through, ive had to practice shutting the ole hole and actively listening. to quote sahil bloom, im a helper. cant help it. pun very much intended. ive recently moved into my grandmothers house. for reasons aforementioned in my last post (go read that shit), i was neglecting her and the home that will one day be mine, though i hope that day is a far off horizon that i never see. since getting sober, ive been hyper fixated on tending to her every need and getting my home improvement on. (tim allen should really sell his own tool belts) i sometimes even stress myself to near panic over minute details or making sure she is okay and comfortable. for context, she can walk, is of sound mind, and sassy as all hell (apple-tree). she does have macular degeneration which causes her eyes to fail her but other than that, shes just fine. she also eats damn near a pound of butter a day but hey, i used to love cocaine, so who am i to judge? ive come to realize, through my ambition to make everything perfect, im actually causing her to fret over my well being. sometimes, less is more. which brings me to the whole point of todays lil blog post. when someone comes to you with an issue or in distress, ask yourself this question to set things into perspective do they want to be helped, heard, or hugged? some people dont want the solution to their problem, even if you have it readily available. some people want you to just sit and listen to them vent, for however long it may be. some people just want to be held, to feel a physical anchor while their soul is adrift at sea. im trying to be better about realizing that myself. when the ones you care about come to you for support, and they will, try asking them that simple question. do you want to be helped, heard, or hugged? peace, dorian -- -- help status about careers press blog privacy terms text to speech teams"
"ai infrastructure investment surge: billion push risks overlooking human-centered innovations, but can it address humanitys most pressing needs? because who needs empathy when you have billions! by the journey jan, medium","reforms. every system, every environment, and everything around us requires change after a certain time. as they say, change is the only constant. but sometimes, we wonder how often the change is happening. the right balance of change and improvements can give you stability, but if its too much in a short amount of time, then its just chaos. we lose the whole purpose of change its impact. we are aspiring to be something, personally, professionally, or just in general. some people, like me, can only thrive if they have clear goals. i do not like to entertain an impulse-driven environment because then you just become an enabler, a consumer to the chaos noise. a lot has been happening around us, as always. just because you became aware of your surroundings now does not mean all the important things are happening now. as we move forward in time, we will see ai as part of us in every aspect of human life. you wont be able to avoid it. but then, we will be part of an environment where our humanized way of things will be judged, altered, or directed through non-empathetic ai. recently, trump announced a major boost for ai infrastructure in the united states, with private companies planning to invest up to billion over the next four years. a new venture, calledstargate, is being launched by openai, softbank, and oracle, according to sources familiar with the deal. leaders from these companies, including softbank ceo masayoshi son, openais sam altman, and oracle founder larry ellison, are expected to join trump at the white house to make the announcement. the partnership will begin with a billion investment and start its first project a data center in texas. the plan is to expand to other states over time. other investors are expected to join, though their identities have not yet been revealed. stargate aims to create cutting-edge infrastructure to support ai development in the u.s. while spokespeople for softbank and openai have not commented, this massive initiative signals a strong push to position the u.s. as a leader in ai technology. which means ai gets funded, and every crazy idea of ai can be a reality of our future. i appreciate the funding, but when you have the power to drive innovation and lack the core fundamentals of human life and the struggles of humankind, it feels like a disconnect. i wish they could have given a more detailed approach to the agenda and prioritized what ai innovations could have benefited the people most, like healthcare, education, or energy. some of the most crucial ai innovations that could significantly benefit humanity: first, youll need to install the required libraries: for this example, well use a dataset of medical images (you can use datasets likebreast cancer histopathologyorchest x-rayfrom kaggle). after training the model, you can evaluate it on new, unseen data (e.g., a test set of images): after training, you can save the model and use it for predictions: to make this ai system more impactful, consider expanding it by: follow for a cynical perspective on ai and the world, while navigating an ai career. the journey ai by jasmin bharadiya jasminbharadiya.medium.com -- -- we welcome you to a new world of ai in the simplest way possible. enjoy light-hearted and bite-sized ai articles. help status about careers press blog privacy terms text to speech teams"
